Family;Species;Author;Synonyms;LocalName;FileNamePhoto;FileNameID;Comments;FigOneWidth;FigTwoWidth
Dipsacaceae;Scabiosa columbaria;L.;;Tauben-Skabiose ;scabiosa_columbaria_photo.jpg;scabiosa_columbaria_ID.png;;;
Ericaceae;Arctostaphylos uva-ursi;L.;;Immergrüne Bärentraube;Arctostaphylos_uva-ursi_1.jpg;Arctostaphylos_uva-ursi_2.jpg;;;
Euphorbiaceae;Euphorbia cyparissias;L.;;Zypressen Wolfsmilch;Euphorbia_cyparissias_1.jpg;Euphorbia_cyparissias_2.jpg;;;
Fabaceae;Anthyllis vulneraria;L.;;Echter Wundklee;Anthyllis_vulneraria_1.jpg;Anthyllis_vulneraria_2.jpg;;;
Fabaceae;Coronilla vaginalis;Lam.;;Scheiden-Kronwicke;Coronilla_vaginalis_1.jpg;Coronilla_vaginalis_2.jpg;;;
Fabaceae;Cytisus nigricans;L.;;Schwarzwerdender Geißklee;Cytisus_nigricans_1.jpg;Cytisus_nigricans_2.jpg;;;
Fabaceae;Hippocrepis comosa;L.;;Hufeisenklee;Hippocrepis_comosa_1.jpg;Hippocrepis_comosa_2.jpg;;;
Fabaceae;Hippocrepis emerus;L.;;Strauchwicke;Hippocrepis_emerus_1.jpg;Hippocrepis_emerus_2.jpg;Subsp. Lassen;;
Fabaceae;Jacobaea vulgaris;L.;Senecio jacobea;Jakobs Greiskraut;Jacobaea_vulgaris_1.jpg;Jacobaea_vulgaris_2.jpg;;;
Fabaceae;Lathyrus vernus;(L.) Bernh.;;Gewöhnliche Frühlings-Platterbse;Lathyrus_vernus_1.jpg;Lathyrus_vernus_2.jpg;Subsp. Vernus;;
Fabaceae;Lotus corniculatus;L.;; Gewöhnlicher Hornklee;Lotus_corniculatus_1.jpg;Lotus_corniculatus_2.jpg;;;
Fabaceae;Medicago lupulina;L.;;Hopfenklee;Medicago_lupulina_1.jpg;Medicago_lupulina_2.jpg;;;
Fagaceae;Fagus sylvatica;L.;;Rot-Buche;Fagus_sylvatica_1.jpg;Fagus_sylvatica_2.jpg;;;
Geraniaceae;Geranium robertianum;L.;;Stinkender Storchschnabel;Geranium_robertianum_1.jpg;Geranium_robertianum_2.jpg;Subsp. Robertianum;;
Geraniaceae;Geranium sanguineum;L.;;Blut-Storchschnabel;Geranium_sanguineum_1.jpg;Geranium_sanguineum_2.jpg;;;
Grossulariaceae;Ribes alpinum;L.;;Alpen-Johannisbeere;Ribes_alpinum_1.jpg;Ribes_alpinum_2.jpg;;;
Grossulariaceae;Ribes uva-crispa;L.;;Stachelbeere;ribes_uc_photo.jpg;ribes_uc_ID.png;;;
Hypericaceae;Hypericum perforatum;L.;;Tüpfel-Hartheu;Hypericum_perforatum_1.jpg;Hypericum_perforatum_2.jpg;Subsp. Perforatum;;
Lamiaceae;Acinos arvensis;;;Feld-Steinquendel;Acinos_arvensis_1.jpg;Acinos_arvensis_2.jpg;;;
Lamiaceae;Ajuga genevensis;L.;;Genfer Günsel;Ajuga_genevensis_1.jpg;Ajuga_genevensis_2.jpg;;;
Lamiaceae;Galeobdolon luteum;L.;Lamium galeobdolon;Echte Goldnessel;Galeobdolon_luteum_1.jpg;Galeobdolon_luteum_2.jpg;\\ Lamium galeobdolon (L.) L. subsp. galeobdolon;;
Lamiaceae;Lamium maculatum;L.;;Gefleckte Taubnessel;Lamium_maculatum_1.jpg;Lamium_maculatum_2.jpg;;;
Lamiaceae;Origanum vulgare;L.;;Gewöhnlicher Dost;Origanum_vulgare_1.jpg;Origanum_vulgare_2.jpg;;;
Lamiaceae;Stachys sylvatica;L.;;Wald-Ziest;stachys_sylvatica_photo.jpg;stachys_sylvatica_ID.png;;;
Lamiaceae;Teucrium botrys;L.;;Trauben-Gamander;teucrium_botrys_photo.jpg;teucrium_botrys_ID.png;;;
Lamiaceae;Teucrium chamaedrys;L.;;Edel-Gamander;Teucrium_chamaedrys_1.jpg;Teucrium_chamaedrys_2.jpg;;;
Lamiaceae;Teucrium montanum;L.;;Berg-Gamander;teucrium_montanum_photo.jpg;teucrium_montanum_ID.png;;;
Lamiaceae;Thymus praecox subsp. praecox;;;Frühblühender Thymian;thymus_praecox_praecox_photo.jpg;thymus_praecox_ID.png;;;
Lamiaceae;Thymus pulegioides;L.;;Arznei-Thymian;thymus_pulegioides_photo.jpg;thymus_pulegioides_ID.png;;;
Lentibulariaceae;Pinguicula vulgaris;L.;;Gemeines Fettblatt, Echtes Fettblatt;pinguicula_vulgaris_photo.jpg;pinguicula_vulgaris_ID.png;;;
Linaceae;Linum catharticum;L.;;Purgier-Lein;Linum_catharticum_1.jpg;Linum_catharticum_2.jpg;;;
Onagraceae;Epilobium collinum;C. C. Gmel.;;Hügel-Weidenröschen;Epilobium_collinum_1.jpg;Epilobium_collinum_2.jpg;;;
Onagraceae;Epilobium montanum;L.;;Berg-Weidenröschen;Epilobium_montanum_1.jpg;Epilobium_montanum_2.jpg;;;
Orobanchaceae;Euphrasia officinalis subsp. rostkoviana;\\ (Hayne) F. Towns.;Euphrasia rostkoviana;Gewöhnlicher Augentrost;Euphrasia_officinalis_1.jpg;Euphrasia_officinalis_2.jpg;;;
Orobanchaceae;Odontites luteus;(L.) Clairv.;;Gelber Zahntrost;Odontites_luteus_1.jpg;Odontites_luteus_2.jpg;;;
Oxalidaceae;Oxalis acetosella;L.;;Wald-Sauerklee;Oxalis_acetosella_1.jpg;Oxalis_acetosella_2.jpg;;;
Papaveraceae;Chelidonium majus;L.;;Schöllkraut;Chelidonum_majus_1.jpg;Chelidonum_majus_2.jpg;;;
Papaveraceae;Pseudo-fumaria alba;(Mill.) Lidén;Corydalis alba (Mill.) Mansf.;Blassgelber Lerchensporn ;pseudofumaria_alba_photo.jpg;pseudofumaria_alba_ID.png;;;
Pinaceae;Picea abies;(L.) H.Karst.;;Gewöhnliche Fichte;picea_abies_photo.jpg;picea_abies_ID.png;;;
Pinaceae;Pinus sylvestris;L.;;Wald-Föhre, Gewöhnliche Kiefer;pinus_sylvestris_photo.jpg;pinus_sylvestris_ID.png;;;
Plantaginaceae;Globularia bisnagarica;L.;Globularia punctata;Gewöhnliche Kugelblume;Globularia_bisnagarica_1.jpg;Globularia_bisnagarica_2.jpg;;;
Plantaginaceae;Plantago lanceolata;L.;;Spitz-Wegerich;Plantago_lanceolata_1.jpg;Plantago_lanceolata_2.jpg;;;
Plantaginaceae;Veronica teucrium;L.;;Großer Ehrenpreis;veronica_teucrium_photo.jpg;veronica_teucrium_ID.png;;;
Poaceae;Agrostis capillaris;L.;;Haarstraussgras;Agrostis_capillaris_1.jpg;Agrostis_capillaris_2.jpg;;;
Poaceae;Arrhenatherum elatius;(L.) J. Presl \& C. Presl;;Glatthafer;Arrhenatherum_elatius_1.jpg;Arrhenatherum_elatius_2.jpg;;;
Poaceae;Brachypodium pinnatum;(L.)  P.  Beauv.;;Fieder-Zwenke;Brachypodium_pinnatum_1.jpg;Brachypodium_pinnatum_2.jpg;;;
Poaceae;Brachypodium sylvaticum;(Huds.) P. Beauv.;;Wald-Zwenke;Brachypodium_sylvaticum_1.jpg;Brachypodium_sylvaticum_2.jpg;;;
Poaceae;Bromus hordeaceus;L.;;Weiche Trespe;Bromus_hordeaceus_1.jpg;Bromus_hordeaceus_2.jpg;;;
Poaceae;Bromus sterilis;L.;;Trauben Trespe;Bromus_sterilis_1.jpg;Bromus_sterilis_2.jpg;;;
Poaceae;Calamagrostis arundinacea;(L.)  Roth;;Wald-Reitgras;Calamagrostis_arundinacea_1.jpg;Calamagrostis_arundinacea_2.jpg;;;
Poaceae;Festuca altissima;All.;;Wald-Schwingel;Festuca_altissima_1.jpg;Festuca_altissima_2.jpg;;;
Poaceae;Festuca arundinacea;Schreb.;;Rohr-Schwingel;Festuca_arundinacea_1.jpg;Festuca_arundinacea_2.jpg;;;
Poaceae;Festuca ovina;L. agg.;;Schaf-Schwingel;Festuca_ovina_1.jpg;Festuca_ovina_2.jpg;;;
Poaceae;Festuca pallens;Host;;Blasser Schaf-Schwingel;Festuca_pallens_1.png;Festuca_pallens_2.png;;;
Poaceae;Melica ciliata agg.;L.;;Wimper-Perlgras;Melica_ciliata_1.jpg;Melica_ciliata_2.jpg;;;
Poaceae;Melica nutans;L.;;Nickendes Perlgras;Melica_nutans_1.jpg;Melica_nutans_2.jpg;;;
Poaceae;Poa compressa;L.;;Platthalm-Rispengras;Poa_compressa_1.jpg;Poa_compressa_2.jpg;;;
Poaceae;Poa nemoralis;L.;;Hain-Rispengras;Poa_nemoralis_1.jpg;Poa_nemoralis_2.jpg;;;
Poaceae;Poa pratensis;L.;;Wiesen-Rispengras;Poa_pratensis_1.jpg;Poa_pratensis_2.jpg;;;
Poaceae;Sesleria caerulea;L.;Sesleria albicans;Kalk-Blaugras;sesleria_caerulea_photo.jpg;sesleria_caerulea_ID.png;;;
Polygalaceae;Polygala chamaebuxus;L.;;Buchsblättrige Kreuzblume;Polygala_chamaebuxus_1.jpg;Polygala_chamaebuxus_2.jpg;;;
Polygonaceae;Rumex acetosa;L.;;Wiesen-Sauerampfer;rumex_acetosa_photo.jpg;rumex_acetosa_ID.png;;;
Polygonaceae;Rumex acetosella;L.;;Kleiner Sauerampfer;Rumex_acetosella_1.jpg;Rumex_acetosella_2.jpg;;;
Ranunculaceae;Aconitum napellus;L.;;Blauer Eisenhut;Aconitum_napellus_1.jpg;Aconitum_napellus_2.jpg;;;
Ranunculaceae;Actaea spicata;L.;;Christophskraut;Actaea_spicata_1.jpg;Actaea_spicata_2.jpg;;;
Ranunculaceae;Aquilegia vulgaris;L.;;Gewöhnliche Akelei;Aquilegia_vulgaris_1.jpg;Aquilegia_vulgaris_2.jpg;;;
Ranunculaceae;Thalictrum minus;L.;;Kleine Wiesenraute;thalictrum_minus_photo.jpg;thalictrum_minus_ID.png;;;
Rhamnaceae;Rhamnus cathartica;L.;;Purgier-Kreuzdorn;rhamnus_cathartica_photo.jpg;rhamus_cathartica_ID.png;;;
Rosaceae;Crataegus laevigata;(Poir.) DC.;;Zweigriffeliger Weißdorn;Crataegus_laevigata_1.jpg;Crataegus_laevigata_2.jpg;;;
Rosaceae;Crataegus monogyna;Jacq.;;Eingriffeliger Weißdorn;Crataegus_monogyna_1.jpg;Crataegus_monogyna_2.jpg;;;
Rosaceae;Cotoneaster integerrimus;Medik.;;Kahle Steinmispel;Cotoneaster_integerrimus_1.jpg;Cotoneaster_integerrimus_2.jpg;;;
Rosaceae;Fragaria vesca;L.;;Wald-Erdbeere;Fragaria_vesca_1.jpg;Fragaria_vesca_2.jpg;;;
Rosaceae;Karpatiosorbus franconica;(Bornm.) Sennikov \& Kurtto;\\ Sorbus franconica;;Karpatiosorbus_franconica_1;;;;
Rosaceae;Potentilla verna;L.;Potentilla tabernaemontani;Frühlings-Fingerkraut;Potentilla_verna_1.jpg;Potentilla_verna_2.jpg;;;
Rosaceae;Prunus avium;L.;;Süsskirsche, Vogelkirsche;prunus_avium_photo.jpg;prunus_avium_ID.png;;;
Rosaceae;Rosa canina;L.;;Hunds-Rose;rosa_canina_photo.jpg;rosa_canina_ID.png;;;
Rosaceae;Rosa micrantha;Borrer ex Sm.;;Kleinblütige Rose;rosa_micranta_photo.jpg;rosa_micrantha_ID.png;;;
Rosaceae;Rosa spinosissima;L.;;Reichstachelige Rose, Pimpinell-Rose;rosa_spinosissima_photo.jpg;rosa_spinosissima_ID.png;;;
Rosaceae;Rubus idaeus;L.;;Himbeere;Rubus_idaeus_1.jpg;Rubus_idaeus_2.jpg;;;
Rosaceae;Sanguisorba minor ;Scop.;;Kleiner Wiesenknopf;Sanguisorba_minor_1.jpg;Sanguisorba_minor_2.jpg;;;
Rosaceae;Sorbus aria;aggr.;Aria edulis;Gewöhnliche Mehlbeere;Sorbus_aria_1.jpg;Sorbus_aria_2.jpg;;;
Rubiaceae;Asperula cynanchica;L.;;Hügel-Waldmeister;Asperula_cynanchica_1.jpg;Asperula_cynanchica_2.jpg;;;
Rubiaceae;Galium anisophyllon;Vill.;;Ungleichblättriges Labkraut;Galium_anisophyllon_1.jpg;Galium_anisophyllon_2.jpg;;;
Rubiaceae;Galium glaucum;L.;;Blaugrünes Labkraut;Galium_glaucum_1.jpg;Galium_glaucum_2.jpg;;;
Rubiaceae;Galium pumilum;Murray;;Niedriges Labkraut;Galium_pumilum_1.jpg;Galium_pumilum_2.jpg;;;
Rubiaceae;Galium saxatile;L.;;Harzer Labkraut;Galium_saxatile_1.jpg;Galium_saxatile_2.jpg;;;
Rubiaceae;Galium sylvaticum;L.;;Wald-Labkraut;Galium_sylvaticum_1.jpg;Galium_sylvaticum_2.jpg;;;
Rubiaceae;Galium verum;L.;;Echtes Labkraut;Galium_verum_1.jpg;Galium_verum_2.jpg;Subsp. verum;;
Salicaceae;Populus tremula;L.;;Zitter-Pappel;Populus_tremula_1.jpg;Populus_tremula_2.jpg;;;
Salicaceae;Salix caprea;L.;;Sal-Weide;Salix_caprea_1.jpg;Salix_caprea_2.jpg;;;
Sapindaceae;Acer pseudoplatanus;L.;;Berg-Ahorn;Acer_pseudoplatanus_1.jpg;Acer_pseudoplatanus_2.jpg;;;
Saxifragaceae;Chrysosplenium alternifolium;L.;;Wechselblättriges Milzkraut;Chrysosplenium_alternifolium_1.jpg;Chrysosplenium_alternifolium_2.jpg;;;
Saxifragaceae;Saxifraga rosacea;Moench;;Rosen-Steinbrech ;saxifraga_rosaceaea_photo.jpg;saxifraga_rosacea_ID.png;;;
Saxifragaceae;Saxifraga tridactylites;L.;;Dreifingeriger Steinbrech ;saxifraga_tridactylites_photo.jpg;saxifraga_tridactylites_ID.png;;;
Scrophulariaceae;Verbascum lychnitis;L.;;Mehlige Königskerze;Verbascum_lychnitis_1.jpg;Verbascum_lychnitis_2.jpg;;;
Taxaceae;Taxus baccata;L.;;Gewöhnliche Eibe;taxus_baccata_photo.jpg;taxus_baccata_ID.png;;;
Thymelaeaceae;Helianthemum nummularium ssp. obscurum;\\ (Celak.) Holub;;Gewöhnliches Sonnenröschen;Helianthemum_nummularium_1.jpg;Helianthemum_nummularium_2.jpg;;;
Urticaceae;Urtica dioica;L.;;Große Brennessel;Urtica_dioica_1.jpg;Urtica_dioica_2.jpg;;;
Viburnaceae;Sambucus nigra;L.;;Schwarzer Holunder;sambucus_nigra_photo.jpg;sambucus_nigra_ID.png;;;
Viburnaceae;Viburnum lantana;L.;;Wolliger Schneeball;viburnum_lantana_photo.jpg;viburnum_lantana_ID.png;;;
Violaceae;Viola hirta;L.;;Behaartes Veilchen;viola_hirta_photo.jpg;viola_hirta_ID.png;;;
Violaceae;Viola rupestris;F.W.Schmidt;;Sand-Veilchen;viola_rupestris_photo.jpg;viola_rupestris_ID.png;;;
